year,abbr,D_votes,R_votes,house_margin,house_margin_str,relative_margin,relative_margin_str,national_margin,national_margin_str
2024,AK,156245,159550,-0.010465650184455106,R+1.0,0.012388674075251805,D+1.2,-0.02285432425970691,R+2.3
2024,AL,518197,1508754,-0.48869311591646764,R+48.9,-0.46583879165676073,R+46.6,-0.02285432425970691,R+2.3
2024,AL,518197,1508754,-0.48869311591646764,R+48.9,-0.46583879165676073,R+46.6,-0.02285432425970691,R+2.3
2024,AR,358749,764367,-0.3611541461434082,R+36.1,-0.3382998218837013,R+33.8,-0.02285432425970691,R+2.3
2024,AZ,1551085,1680841,-0.040148196462419,R+4.0,-0.017293872202712092,R+1.7,-0.02285432425970691,R+2.3
2024,CA,17873303,12517231,0.17624145729061555,D+17.6,0.19909578155032245,D+19.9,-0.02285432425970691,R+2.3
2024,CO,1667213,1306086,0.12145667152883044,D+12.1,0.14431099578853734,D+14.4,-0.02285432425970691,R+2.3
2024,CT,981762,683089,0.17939923752936449,D+17.9,0.2022535617890714,D+20.2,-0.02285432425970691,R+2.3
2024,DC,251540,19765,0.8542968246069921,D+85.4,0.877151148866699,D+87.7,-0.02285432425970691,R+2.3
2024,DE,287830,209606,0.157254400566103,D+15.7,0.1801087248258099,D+18.0,-0.02285432425970691,R+2.3
2024,FL,4339733,5975435,-0.15857250216380384,R+15.9,-0.13571817790409693,R+13.6,-0.02285432425970691,R+2.3
2024,GA,2434984,2702118,-0.05200091413407793,R+5.2,-0.02914658987437102,R+2.9,-0.02285432425970691,R+2.3
2024,HI,330488,139844,0.4053392071983195,D+40.5,0.4281935314580264,D+42.8,-0.02285432425970691,R+2.3
2024,IA,696033,904563,-0.13028271968691663,R+13.0,-0.10742839542720972,R+10.7,-0.02285432425970691,R+2.3
2024,ID,244885,581168,-0.4070961548472071,R+40.7,-0.3842418305875002,R+38.4,-0.02285432425970691,R+2.3
2024,ID,244885,581168,-0.4070961548472071,R+40.7,-0.3842418305875002,R+38.4,-0.02285432425970691,R+2.3
2024,IL,2829169,2517389,0.058314152768940315,D+5.8,0.08116847702864723,D+8.1,-0.02285432425970691,R+2.3
2024,IN,1103484,1668618,-0.2038647928539426,R+20.4,-0.1810104685942357,R+18.1,-0.02285432425970691,R+2.3
2024,KS,526153,749375,-0.1750036063496842,R+17.5,-0.1521492820899773,R+15.2,-0.02285432425970691,R+2.3
2024,KT,511998,1392354,-0.46228638402984323,R+46.2,-0.43943205977013633,R+43.9,-0.02285432425970691,R+2.3
2024,LA,650836,1248101,-0.3145259690026578,R+31.5,-0.2916716447429509,R+29.2,-0.02285432425970691,R+2.3
2024,MA,2386143,304460,0.7736864189923225,D+77.4,0.7965407432520294,D+79.7,-0.02285432425970691,R+2.3
2024,MD,1863416,1017654,0.29355829604973155,D+29.4,0.31641262030943845,D+31.6,-0.02285432425970691,R+2.3
2024,ME,446949,349294,0.12264472026755652,D+12.3,0.14549904452726342,D+14.5,-0.02285432425970691,R+2.3
2024,MI,2634228,2702653,-0.012821159025280872,R+1.3,0.01003316523442604,D+1.0,-0.02285432425970691,R+2.3
2024,MN,735619,1550499,-0.3564470425411112,R+35.6,-0.3335927182814043,R+33.4,-0.02285432425970691,R+2.3
2024,MO,1125671,1711050,-0.20635762205729785,R+20.6,-0.18350329779759095,R+18.4,-0.02285432425970691,R+2.3
2024,MS,350353,812799,-0.39758002393496295,R+39.8,-0.37472569967525604,R+37.5,-0.02285432425970691,R+2.3
2024,MT,237496,350361,-0.19199397132295778,R+19.2,-0.16913964706325088,R+16.9,-0.02285432425970691,R+2.3
2024,NC,2349621,2889999,-0.10313305163351541,R+10.3,-0.0802787273738085,R+8.0,-0.02285432425970691,R+2.3
2024,ND,109231,249101,-0.39033633613520424,R+39.0,-0.36748201187549734,R+36.7,-0.02285432425970691,R+2.3
2024,NE,338154,591238,-0.2723113605453888,R+27.2,-0.2494570362856819,R+24.9,-0.02285432425970691,R+2.3
2024,NH,430218,373746,0.07024195113214024,D+7.0,0.09309627539184714,D+9.3,-0.02285432425970691,R+2.3
2024,NJ,2115843,1828853,0.07275338834728963,D+7.3,0.09560771260699655,D+9.6,-0.02285432425970691,R+2.3
2024,NM,493722,402776,0.10144584817813314,D+10.1,0.12430017243784006,D+12.4,-0.02285432425970691,R+2.3
2024,NV,534115,692714,-0.12927555510996236,R+12.9,-0.10642123085025545,R+10.6,-0.02285432425970691,R+2.3
2024,NY,4330117,3039739,0.17508863131111382,D+17.5,0.19794295557082073,D+19.8,-0.02285432425970691,R+2.3
2024,OH,2382078,3104290,-0.13163754235953548,R+13.2,-0.10878321809982858,R+10.9,-0.02285432425970691,R+2.3
2024,OK,397856,834553,-0.3543442152726895,R+35.4,-0.3314898910129826,R+33.1,-0.02285432425970691,R+2.3
2024,OR,1151394,912337,0.11583728693322919,D+11.6,0.1386916111929361,D+13.9,-0.02285432425970691,R+2.3
2024,PA,3338371,3481113,-0.020931495696741863,R+2.1,0.0019228285629650475,D+0.2,-0.02285432425970691,R+2.3
2024,RI,292791,180123,0.23824204823710018,D+23.8,0.2610963724968071,D+26.1,-0.02285432425970691,R+2.3
2024,SC,964448,1475329,-0.2093965964922204,R+20.9,-0.1865422722325135,R+18.7,-0.02285432425970691,R+2.3
2024,SD,117818,303630,-0.440889504755035,R+44.1,-0.4180351804953281,R+41.8,-0.02285432425970691,R+2.3
2024,TN,977870,1884691,-0.31678661170888583,R+31.7,-0.29393228744917893,R+29.4,-0.02285432425970691,R+2.3
2024,TX,4310913,6234918,-0.18244223712669017,R+18.2,-0.15958791286698326,R+16.0,-0.02285432425970691,R+2.3
2024,UT,471051,909332,-0.3175068078931717,R+31.8,-0.2946524836334648,R+29.5,-0.02285432425970691,R+2.3
2024,VA,2274922,2108450,0.03797806802616798,D+3.8,0.06083239228587489,D+6.1,-0.02285432425970691,R+2.3
2024,VT,218398,104451,0.3529420874774275,D+35.3,0.3757964117371344,D+37.6,-0.02285432425970691,R+2.3
2024,WA,2155907,1592599,0.15027533636067275,D+15.0,0.17312966062037966,D+17.3,-0.02285432425970691,R+2.3
2024,WI,1603350,1701860,-0.029804460230968683,R+3.0,-0.006950135971261772,R+0.7,-0.02285432425970691,R+2.3
2024,WV,200813,496681,-0.42418716146662194,R+42.4,-0.40133283720691504,R+40.1,-0.02285432425970691,R+2.3
2024,WY,60778,184680,-0.5047788216313993,R+50.5,-0.4819244973716924,R+48.2,-0.02285432425970691,R+2.3
